imgs,pred,0,1,2,3,4,5,6,7,8,9
1.jpg,bicycle,0.010246405200929896,0.8790070446067825,0.014820380675430707,0.010465847422086528,0.015186272578330535,0.0167396757954103,0.008278173898313538,0.018428034484639356,0.013113701813216132,0.013714463524860393
2.jpg,boat,0.02931231754798289,0.014916382213997213,0.8512891173080686,0.014050329411516235,0.015315101453568526,0.015551546958462186,0.014542531504568608,0.011700755110681619,0.013027757060628985,0.02029416143052545
4.jpg,car,0.02337851478371102,0.01614100026410737,0.016923304495847943,0.012356783543689747,0.827818936001618,0.01797650500914695,0.01636089402288917,0.04812740233778664,0.01002712672663148,0.010889532814571412
7.jpg,aeroplane,0.8292297530962148,0.021096489309919794,0.025068461017958493,0.01078138869948479,0.02291939150027455,0.03229886230403226,0.00975606701255149,0.018078825602217078,0.017398713564577586,0.013372047892769173
10.jpg,sofa,0.015601889097145726,0.014541391860514646,0.017551470967877274,0.01065834061938269,0.015645000315969156,0.038903326135174124,0.018938794111241757,0.014342688344807708,0.8397535551374585,0.014063543410428652
11.jpg,aeroplane,0.8353199551281707,0.014060496619421556,0.027435576464618923,0.016402502998036177,0.027162602980536594,0.018017579600757908,0.013465770648924149,0.020358336854944512,0.013852084280197198,0.013925094424392475
12.jpg,diningtable,0.011899210932393031,0.012398605658973712,0.009900952435203263,0.011897456984385449,0.019923376251954446,0.041338149087000446,0.8464149282883668,0.01376929168773711,0.01694895771310286,0.015509070960883196
14.jpg,aeroplane,0.9004374509125802,0.009586103629142468,0.010299582166419094,0.010039242600024218,0.019578870839320348,0.014766608284853199,0.012557028991971149,0.007757242171292336,0.006803976969862081,0.008173893434534943
15.jpg,car,0.010679096016523115,0.01091548956981368,0.008807603677588009,0.009153861653707513,0.9031715221216151,0.011887604085369485,0.00990046108065104,0.01182999025653871,0.00910439773204833,0.014549973806144915
17.jpg,boat,0.015484399519934071,0.00794751455711128,0.8985223522411158,0.017957846589453524,0.018881472689780417,0.012475775087311009,0.008642066149016279,0.006424241017120505,0.006320135934166959,0.00734419621499035
18.jpg,diningtable,0.01240866250504387,0.011962597145676431,0.012910086174283667,0.013385808621610106,0.016373537376465387,0.03038757322569882,0.8579378680050681,0.013255361236490557,0.015535075165786116,0.015843430543877268
19.jpg,train,0.01308754002984991,0.012036617385297344,0.013724116022222777,0.011275202176178594,0.01443372006236694,0.013594920807739382,0.010848353384486488,0.011624227391923838,0.01192260868957402,0.8874526940503609
23.jpg,motorbike,0.011034152145356899,0.034189564052535544,0.009078189502684783,0.007610467954434753,0.010187903995485765,0.011498067493157687,0.008128026062179761,0.8892525341984691,0.008449279377604814,0.010571815218090922
26.jpg,car,0.019411824802776267,0.02621685571532535,0.021195960766342302,0.01558645355100762,0.8183517920884354,0.022546301581581808,0.017667885494119278,0.02612822541365632,0.015939260555929532,0.016955440030826018
