imgs,pred,0,1,2,3,4,5,6,7,8,9
0.jpg,sofa,0.021722505040308336,0.04100969764624402,0.019583524202040195,0.018460697527384197,0.035676691128745885,0.15323884085085415,0.02134296302634278,0.03265080725255186,0.6319274224938686,0.02438685083166008
1.jpg,bicycle,0.014182236574454669,0.8187028449720376,0.023508314318676237,0.018524965475139567,0.020235911606615958,0.025430325464536954,0.013024674152234525,0.024306086706420878,0.021583244774090106,0.020501395955793478
2.jpg,boat,0.05837111001421408,0.029164964512607836,0.7176895539355888,0.025983021185690708,0.027878258702452172,0.03161658572621386,0.02773062079620751,0.021318373745774413,0.026397070811893814,0.03385044056935705
4.jpg,car,0.04095431727394312,0.03739178244834289,0.048239058720872245,0.02911521049808346,0.5699484458144934,0.051742291020389776,0.03853346843150381,0.11537714046676274,0.03985129079867839,0.028846994526930084
6.jpg,chair,0.022787675843567154,0.018276273559742238,0.020730988224865302,0.01957109100704142,0.03090496448285737,0.6802799770064507,0.13153006548170004,0.021169962449854633,0.03452355676273821,0.02022544518118265
7.jpg,aeroplane,0.6290289474169812,0.04653994491143474,0.04557750491031805,0.019813082297617444,0.04916177115314355,0.0772017048904101,0.019585255819430155,0.03392179016780331,0.05544512993138479,0.023724868501476964
8.jpg,train,0.020771338724259236,0.02490766943223945,0.02590032291408307,0.29651031361782615,0.030372069124369717,0.025531084995839316,0.015823572577891624,0.02162808301010129,0.018741970092567388,0.5198135755108226
10.jpg,sofa,0.018220192661071652,0.02021981674003524,0.0235920568365432,0.01525027102712715,0.021553321975224554,0.03961357699227448,0.02697194532986664,0.019500302227048447,0.7955726617606788,0.01950585445013004
11.jpg,aeroplane,0.7230006756719095,0.02218045959106293,0.05455748670633714,0.025265966882521435,0.04523362806879635,0.026975600483922592,0.023003740635778494,0.02825250906420216,0.02845780914739836,0.023072123748071233
12.jpg,diningtable,0.021466469169926627,0.025308708359744872,0.017809353188758526,0.02170721068851567,0.0309051493776012,0.13911383314358158,0.6410987631326842,0.023169855633136924,0.05437319252552468,0.025047464780526007
14.jpg,aeroplane,0.8518093089973738,0.013977574091517979,0.017781625720784785,0.013148920779703033,0.028847020113181,0.0209148207109907,0.01792744999660556,0.011655274360649878,0.01127684368526751,0.012661161543925364
15.jpg,car,0.014058551507001799,0.015285831767153986,0.012673290030549754,0.01162039487443175,0.8674945115184824,0.016717461818732408,0.014248861850374779,0.015424032619876746,0.013868612578893913,0.018608451434502057
17.jpg,boat,0.01838059729226798,0.012302838957663396,0.8528088047600517,0.021841164216411007,0.034146437578624275,0.015950974758486485,0.013047544444346557,0.009729353655385305,0.011186518490936229,0.010605765845827104
18.jpg,diningtable,0.01621043281003416,0.017786765284393234,0.018942095340882138,0.019804055583278767,0.022467877627517188,0.046781980742545755,0.791660146007444,0.020132599400199583,0.025059306282211143,0.021154740921493928
19.jpg,train,0.021474166925765648,0.02088025452382832,0.02285701135127244,0.019697206419468417,0.023092456249606395,0.021759372847238022,0.01754022481041074,0.020173952712098663,0.021383362841662493,0.8111419913186487
23.jpg,motorbike,0.014620047252740992,0.048384726154522266,0.012159582292899892,0.011446442413958669,0.01565178949114571,0.015060404300719267,0.012170761551069876,0.8442646322542692,0.011448888939730267,0.01479272534894383
27.jpg,bus,0.030376770085498175,0.04159729242487972,0.034536198327864795,0.6426278768033897,0.04910393015623587,0.029841509657343196,0.037759656211221085,0.03401062052118737,0.0384795768631266,0.06166656894925328
28.jpg,motorbike,0.023840123251017586,0.02101154591862114,0.0271650225006866,0.017663514605055684,0.024788879044131407,0.02072656888869687,0.018921659424026353,0.8030411374536515,0.017696547279887148,0.025145001634225585
30.jpg,sofa,0.01947407476863431,0.01683866946981963,0.018510472288473426,0.014881012284631234,0.021111782556836624,0.027015053672299342,0.03461819024664475,0.016913418789267363,0.8104616782721323,0.020175647651261102
31.jpg,car,0.040135473994657854,0.060100791820436775,0.06399278665645733,0.02789164958819486,0.510111610744465,0.06185391661128516,0.04960510896095924,0.06069886404191694,0.0776473366749061,0.047962460906720746
32.jpg,sofa,0.02121354745257568,0.022508868205761232,0.033986353379858586,0.020939345470578845,0.034167301585067936,0.13284530904513875,0.09098242589004397,0.0277087141970097,0.5857625015249297,0.02988563324903569
33.jpg,motorbike,0.045015274089777735,0.05484295996684639,0.047850743337007055,0.017062084400543978,0.02318731973438387,0.20593806486352312,0.03689570273302645,0.5079537853827769,0.03425849059457827,0.026995574897536276
