imgs,0,1,2,3,4,5,6,7,8,9
0.jpg,-0.6249380707740784,-0.3953075110912323,-0.5955272316932678,-0.9313918352127075,0.06500239670276642,1.0009688138961792,-0.8504837155342102,-0.2988217771053314,3.609701633453369,-0.751863420009613
1.jpg,-0.5085405707359314,3.7604291439056396,-0.2672942280769348,-0.4294828474521637,-0.19900988042354584,-0.3511822521686554,-0.6016927361488342,-0.4748396873474121,-0.49143821001052856,-0.4159878194332123
2.jpg,-0.3395606577396393,-0.2525988519191742,3.5965096950531006,-0.6851436495780945,-0.32056596875190735,-0.2430545538663864,-0.36213526129722595,-0.4770733416080475,-0.46145495772361755,-0.4538848102092743
3.jpg,-0.5379504561424255,-0.18767979741096497,3.3681397438049316,-0.5216121077537537,-0.10217645019292831,-0.18131759762763977,-0.37938711047172546,-0.3966570794582367,-0.5424317717552185,-0.5080048441886902
4.jpg,-0.05436638742685318,-0.4215225279331207,-0.6443235278129578,-0.70323246717453,3.88655161857605,-0.6491398215293884,-0.5265393257141113,0.4644554555416107,-0.7910923361778259,-0.5609031319618225
5.jpg,1.1908713579177856,-0.16708385944366455,-0.6561012268066406,-0.42982760071754456,2.7979304790496826,-0.6761175990104675,-0.4458572566509247,-0.2577838599681854,-0.815468966960907,-0.40290769934654236
6.jpg,-0.38910913467407227,-0.5704807639122009,-0.3617861866950989,-0.5321534276008606,-0.1244664192199707,3.5529987812042236,-0.28757935762405396,-0.4820362627506256,-0.4407007396221161,-0.4104978144168854
7.jpg,3.6762001514434814,-0.33417484164237976,-0.19471187889575958,-0.5097772479057312,-0.1710406094789505,-0.4119699001312256,-0.6122655272483826,-0.19746555387973785,-0.6488252878189087,-0.33643895387649536
8.jpg,-0.7171956896781921,-0.6123935580253601,-0.737371563911438,0.8382572531700134,-0.32154983282089233,-0.38219818472862244,-0.5244666337966919,-0.5671665072441101,-0.4947126507759094,3.7487199306488037
9.jpg,-0.4727848470211029,-0.29779109358787537,3.7482006549835205,-0.5485332012176514,-0.19696490466594696,-0.2702511250972748,-0.41476255655288696,-0.3387863337993622,-0.40944838523864746,-0.6922847628593445
10.jpg,-0.30509644746780396,-0.6099112033843994,-0.640025794506073,-0.48477864265441895,-0.3404447138309479,0.48170289397239685,-0.37923845648765564,-0.3060337007045746,3.819762945175171,-0.49524781107902527
11.jpg,3.8187711238861084,-0.3659897744655609,-0.2956910729408264,-0.778225839138031,-0.0708262249827385,-0.25761568546295166,-0.4038633406162262,-0.4301757514476776,-0.4878077507019043,-0.6141652464866638
12.jpg,-0.4659886956214905,-0.4273037016391754,-0.47460517287254333,-0.5102741718292236,-0.3500764071941376,-0.3200659453868866,3.789726972579956,-0.4936757981777191,-0.48097991943359375,-0.31800204515457153
13.jpg,-0.4448813498020172,-0.48439812660217285,-0.47476431727409363,-0.5693044066429138,-0.39848169684410095,1.0121967792510986,-0.7383663654327393,-0.4821040630340576,3.814894437789917,-0.44702425599098206
14.jpg,3.939985752105713,-0.39007115364074707,-0.5307137966156006,-0.5197292566299438,-0.1416960209608078,-0.2688294053077698,-0.38551416993141174,-0.48490211367607117,-0.44985339045524597,-0.5748953223228455
15.jpg,-0.362380713224411,-0.20241940021514893,-0.5972272157669067,-0.5578663945198059,3.7905755043029785,-0.2944870591163635,-0.33144962787628174,-0.3419385552406311,-0.38527172803878784,-0.4094778597354889
16.jpg,3.3799335956573486,-0.3966768980026245,-0.2812032997608185,-0.7007390260696411,0.0301815215498209,-0.4213530123233795,-0.47093507647514343,-0.34850987792015076,-0.4610922336578369,-0.364960640668869
17.jpg,-0.5712291598320007,-0.4486800730228424,3.938343048095703,-0.38406404852867126,-0.47961512207984924,-0.153098925948143,-0.5145835876464844,-0.6069475412368774,-0.36405709385871887,-0.6804792284965515
18.jpg,-0.5402718782424927,-0.5021204352378845,-0.6227716207504272,-0.5149497985839844,-0.347968190908432,0.09117050468921661,3.7588422298431396,-0.5902870893478394,-0.26162365078926086,-0.38838720321655273
19.jpg,-0.39945611357688904,-0.37900274991989136,-0.5006133913993835,-0.7468326091766357,-0.2531886100769043,-0.2808820605278015,-0.2915421426296234,-0.4439718425273895,-0.29162392020225525,3.8666789531707764
20.jpg,0.23937569558620453,-0.08156422525644302,-0.5763527750968933,1.8792322874069214,1.1835616827011108,-0.6692796945571899,-0.5892651677131653,-0.24953310191631317,-0.9054614901542664,-0.1051938533782959
21.jpg,-0.12862025201320648,-0.33567965030670166,-0.15174181759357452,-0.3495170474052429,3.181694507598877,-0.41835805773735046,-0.3343755304813385,-0.3725603520870209,-0.49140501022338867,-0.264455646276474
22.jpg,0.11047486215829849,-0.4449652135372162,-0.2900014817714691,-0.8095778822898865,0.34171995520591736,0.05379398539662361,2.544724225997925,-0.44359907507896423,-0.7404075860977173,-0.41086193919181824
23.jpg,-0.5892291069030762,0.1749495267868042,-0.528383731842041,-0.6295942664146423,-0.5147078633308411,-0.5457916259765625,-0.44620975852012634,3.976949691772461,-0.4739387035369873,-0.43801403045654297
24.jpg,2.953239917755127,-0.7930884957313538,1.7473154067993164,-0.49448251724243164,-0.2867709696292877,-0.4324791431427002,-0.9409599304199219,-0.46403685212135315,-0.8206183314323425,-0.5033034682273865
25.jpg,0.5769200325012207,-0.49693089723587036,2.847043752670288,-0.6184013485908508,-0.010379171930253506,-0.5309905409812927,-0.44433173537254333,-0.33840811252593994,-0.9446461796760559,-0.003545528743416071
26.jpg,-0.4555067718029022,-0.22590135037899017,-0.43415459990501404,-0.6122564673423767,3.9862256050109863,-0.4810951352119446,-0.5174950361251831,-0.12547840178012848,-0.5158069729804993,-0.5120401382446289
27.jpg,-0.42650991678237915,-0.36479753255844116,-0.3767845332622528,3.9287877082824707,-0.34536170959472656,-0.4146248400211334,-0.46748295426368713,-0.4661901891231537,-0.43665704131126404,-0.17493151128292084
28.jpg,-0.43249231576919556,-0.39877426624298096,-0.2662133276462555,-0.5911484956741333,-0.35374483466148376,-0.5000731348991394,-0.42405781149864197,3.8849236965179443,-0.4273183047771454,-0.45102939009666443
29.jpg,-0.6563776135444641,-0.743155300617218,-0.7121210694313049,-0.9098203778266907,-0.5313788652420044,3.3437561988830566,0.3373430073261261,-0.8158801198005676,1.583587646484375,-0.7133554816246033
30.jpg,-0.354358434677124,-0.38325196504592896,-0.4033069312572479,-0.4432084560394287,-0.28061172366142273,-0.2966904640197754,-0.32783403992652893,-0.411679744720459,4.085078716278076,-0.3343191146850586
31.jpg,-0.43564197421073914,-0.320156991481781,0.11405272781848907,-0.6291071176528931,3.7433056831359863,-0.49201545119285583,-0.5713101029396057,-0.43034282326698303,-0.3064529597759247,-0.5011992454528809
32.jpg,-0.8142434358596802,-0.875766396522522,-0.8055656552314758,-0.751689612865448,-0.5163599848747253,1.823934555053711,0.9500409364700317,-0.8860368728637695,2.6251943111419678,-0.5434485077857971
33.jpg,-0.1118425726890564,0.608857274055481,-0.5624279379844666,-1.2169853448867798,-0.989536464214325,2.328165292739868,-0.7154993414878845,2.702293634414673,-1.033007264137268,-1.0824921131134033
34.jpg,3.7798678874969482,-0.5539259314537048,-0.3433986008167267,-0.9002705812454224,0.6552334427833557,-0.8518578410148621,-0.718336284160614,0.47837018966674805,-1.0587997436523438,-0.6236173510551453
35.jpg,-0.442249596118927,-0.4146121144294739,-0.6200348138809204,-0.5731374025344849,-0.30679184198379517,-0.24390318989753723,3.944606065750122,-0.5776631236076355,-0.285658597946167,-0.3904782235622406
36.jpg,-0.4593721926212311,-0.3923531472682953,-0.3693907558917999,-0.6165041327476501,-0.228972390294075,-0.3506658971309662,-0.34012678265571594,-0.49289289116859436,-0.32393351197242737,3.868680715560913
37.jpg,-0.47048136591911316,-0.38172873854637146,-0.7222015261650085,-0.0969715341925621,3.841219425201416,-0.33406826853752136,-0.49984654784202576,-0.30018943548202515,-0.3167959153652191,-0.44004854559898376
38.jpg,-0.4048846364021301,-0.3619416058063507,-0.514514148235321,-0.6751376390457153,-0.22291870415210724,-0.21081633865833282,-0.33233699202537537,-0.4307074248790741,-0.3116095960140228,3.8067212104797363
39.jpg,-0.5757498741149902,-0.21997709572315216,-0.50071781873703,-0.6068424582481384,3.9728775024414062,-0.41148024797439575,-0.5874754190444946,0.2064952701330185,-0.36513423919677734,-0.6487028002738953
40.jpg,-0.463001549243927,-0.964251697063446,3.4917733669281006,-0.5408496856689453,0.3514280617237091,0.16761775314807892,-0.9412820935249329,-0.16804920136928558,-0.48428088426589966,-0.6482211947441101
41.jpg,-0.5561822056770325,-0.3775286078453064,-0.6214733719825745,3.7831780910491943,-0.2903454005718231,-0.4572547972202301,-0.5953076481819153,-0.5936972498893738,-0.4802950918674469,0.5128570795059204
42.jpg,-0.43304166197776794,-0.23314528167247772,-0.4285590648651123,-0.710303008556366,3.8715195655822754,-0.26408815383911133,-0.3733725845813751,-0.2330344170331955,-0.4713599383831024,-0.5052878260612488
43.jpg,-0.41293278336524963,3.7302968502044678,-0.31447508931159973,-0.6144582033157349,-0.22882042825222015,-0.409604549407959,-0.43247190117836,-0.41940465569496155,-0.5689569115638733,-0.40372681617736816
44.jpg,-0.30916887521743774,-0.2148711234331131,-0.4007992744445801,-0.9746970534324646,-0.708023190498352,3.0018038749694824,2.1688175201416016,-0.4481980800628662,-0.9479953050613403,-1.2866467237472534
45.jpg,-0.6525697112083435,-0.8840034604072571,-0.8164374232292175,-0.9864723086357117,-0.6645828485488892,1.3946284055709839,2.3094069957733154,-0.9266330599784851,2.0926599502563477,-0.7771335244178772
46.jpg,-0.5322853922843933,-0.2781866192817688,2.9683353900909424,-0.3770023286342621,-0.024128301069140434,-0.19315387308597565,-0.29373908042907715,-0.3271380364894867,-0.27365776896476746,-0.5535790324211121
47.jpg,-0.44661927223205566,-0.5045265555381775,-0.5182260870933533,-0.6297455430030823,-0.2814848721027374,-0.225987508893013,3.942241668701172,-0.5160114169120789,-0.476917564868927,-0.31269922852516174
