imgs,0,1,2,3,4,5,6,7,8,9
0.jpg,-0.6001171469688416,-0.30910226702690125,-0.5073756575584412,-0.8573976755142212,-0.17628152668476105,1.0782983303070068,-0.6302533149719238,0.01729186438024044,2.0541324615478516,-0.3343237042427063
1.jpg,-0.34856733679771423,2.518876314163208,-0.17047981917858124,-0.07452289015054703,-0.16755545139312744,-0.286761611700058,-0.4969882667064667,-0.15683679282665253,-0.366347074508667,-0.2181130200624466
2.jpg,0.016877537593245506,-0.05109819769859314,1.822333574295044,-0.44549137353897095,-0.20600254833698273,0.07143649458885193,-0.14350007474422455,-0.3659363090991974,-0.32104429602622986,-0.20293092727661133
3.jpg,0.0974208414554596,0.0361330471932888,0.7840901613235474,-0.32760292291641235,-0.07877223193645477,0.1911250799894333,-0.3792188763618469,0.13405905663967133,-0.27881261706352234,-0.16139160096645355
4.jpg,-0.17815867066383362,-0.4242572486400604,-0.28582093119621277,-0.35530033707618713,1.4169731140136719,-0.366811603307724,-0.3666759729385376,0.6262744069099426,-0.22074727714061737,-0.22214944660663605
5.jpg,-0.08401894569396973,-0.2508074939250946,-0.2872038781642914,-0.11634564399719238,1.4758251905441284,0.12751083076000214,-0.24235470592975616,-0.19026242196559906,-0.12291806191205978,-0.06433885544538498
6.jpg,-0.2837165296077728,-0.4147503077983856,-0.3693736791610718,-0.34785303473472595,0.01758241467177868,1.7541544437408447,0.05245830491185188,-0.38474053144454956,-0.07577308267354965,-0.23980794847011566
7.jpg,1.7988500595092773,-0.14911627769470215,-0.3915909230709076,-0.47978082299232483,0.23961031436920166,0.37270063161849976,-0.7392882108688354,-0.15588295459747314,0.19399531185626984,-0.2961115837097168
8.jpg,-0.4833117127418518,-0.312115877866745,-0.43517032265663147,1.6668611764907837,-0.11504938453435898,-0.26513829827308655,-0.5723881125450134,-0.4053979516029358,-0.3459184169769287,1.4144458770751953
9.jpg,-0.06419477611780167,0.03732870891690254,0.9579636454582214,-0.368319571018219,0.0879836231470108,0.06073974445462227,-0.15264663100242615,-0.07653317600488663,-0.002709573833271861,-0.2524665296077728
10.jpg,-0.2707291543483734,-0.3531407117843628,-0.3466429114341736,-0.29306817054748535,-0.13720166683197021,0.24194931983947754,-0.18428391218185425,-0.3059650957584381,2.3220174312591553,-0.15022091567516327
11.jpg,1.9625612497329712,-0.3185185194015503,0.08819162100553513,-0.4053651988506317,0.05849746614694595,0.048747479915618896,-0.27922141551971436,-0.45525142550468445,-0.1530725210905075,-0.40499234199523926
12.jpg,-0.3355790674686432,-0.2813182771205902,-0.48092135787010193,-0.37838026881217957,-0.1857820749282837,0.3555237054824829,1.4694498777389526,-0.40121936798095703,0.06004241853952408,-0.24800816178321838
13.jpg,-0.3745763301849365,-0.4062599837779999,-0.20558495819568634,-0.360309362411499,-0.33195847272872925,0.9471731185913086,-0.27433401346206665,-0.3891236484050751,2.2813167572021484,-0.22694090008735657
14.jpg,2.4912872314453125,-0.35028600692749023,-0.15245366096496582,-0.2595883309841156,0.13320143520832062,-0.12769556045532227,-0.2972460687160492,-0.4246596395969391,-0.3738914430141449,-0.3690263628959656
15.jpg,-0.21100428700447083,-0.1771337389945984,-0.2651148736476898,-0.47266584634780884,2.441239833831787,-0.14270280301570892,-0.1562272012233734,-0.19633284211158752,-0.24537625908851624,-0.2511593997478485
16.jpg,1.4190711975097656,-0.2548382580280304,-0.32619863748550415,-0.21723268926143646,0.04109330102801323,0.08148940652608871,-0.18128785490989685,-0.1524461954832077,-0.05390693619847298,-0.23459720611572266
17.jpg,-0.38265880942344666,-0.38275161385536194,2.4496636390686035,-0.34929683804512024,-0.10306095331907272,-0.19029581546783447,-0.1989380419254303,-0.5100084543228149,-0.30622732639312744,-0.30587902665138245
18.jpg,-0.5291780829429626,-0.42917400598526,-0.3715117871761322,-0.37701210379600525,-0.20634602010250092,0.4120852053165436,2.2320096492767334,-0.34234023094177246,-0.060767095535993576,-0.25790295004844666
19.jpg,-0.10986623913049698,-0.20787937939167023,-0.18121598660945892,-0.4319525361061096,-0.19039098918437958,-0.22933144867420197,-0.18462951481342316,-0.25017794966697693,-0.2168848067522049,2.2729620933532715
20.jpg,-0.017796920612454414,0.04127740114927292,-0.15093198418617249,0.4768851697444916,0.16931067407131195,-0.03959992155432701,-0.2571316659450531,-0.12353513389825821,-0.026213863864541054,-0.03848697617650032
21.jpg,-0.17362995445728302,-0.3188880383968353,0.061133500188589096,-0.21875222027301788,1.1064022779464722,0.03763265535235405,-0.015389233827590942,-0.059034314006567,-0.05447601154446602,-0.11725690215826035
22.jpg,-0.06932039558887482,-0.14142730832099915,-0.40803804993629456,-0.47067102789878845,-0.1905161440372467,0.39436087012290955,1.0754560232162476,-0.16279800236225128,0.1506645232439041,-0.3795091211795807
23.jpg,-0.4830300807952881,0.575661838054657,-0.4323228895664215,-0.37283700704574585,-0.15309542417526245,-0.45930662751197815,-0.39373570680618286,2.4689505100250244,-0.44786643981933594,-0.29083001613616943
24.jpg,0.5602352023124695,-0.49610671401023865,1.1211429834365845,-0.08319687098264694,0.05326616391539574,-0.21048669517040253,-0.4081988036632538,-0.31949982047080994,-0.3252263069152832,-0.13556288182735443
25.jpg,0.0860568955540657,-0.25246283411979675,0.6882389187812805,-0.31987032294273376,-0.18000006675720215,0.279098242521286,-0.08254187554121017,-0.014066636562347412,-0.20561237633228302,0.07272108644247055
26.jpg,-0.10294874012470245,-0.21209584176540375,-0.2764119803905487,-0.23331628739833832,1.3571614027023315,-0.11259274929761887,-0.2789881229400635,0.2356722205877304,-0.03675694018602371,-0.41550302505493164
27.jpg,-0.21667365729808807,-0.19113682210445404,0.01544162631034851,1.692747712135315,0.15048734843730927,-0.40133723616600037,-0.1727348119020462,-0.15175394713878632,-0.1458894908428192,0.02997460402548313
28.jpg,-0.28824377059936523,-0.2624780237674713,-0.09937948733568192,-0.3674541115760803,-0.2425401210784912,-0.2466340810060501,-0.23992495238780975,2.331120491027832,-0.2892592251300812,-0.25608712434768677
29.jpg,-0.31589430570602417,-0.6430291533470154,-0.4309161305427551,-0.6757614016532898,-0.2417498379945755,1.8319542407989502,-0.31501707434654236,-0.5630657076835632,1.4617379903793335,-0.21949954330921173
30.jpg,-0.07989203184843063,-0.25971731543540955,-0.18305829167366028,-0.37975767254829407,-0.1582128256559372,-0.21673403680324554,-0.12983869016170502,-0.3361693322658539,2.6096913814544678,-0.1541602462530136
31.jpg,-0.14823028445243835,-0.05990561470389366,-0.07188956439495087,-0.41964617371559143,1.307202935218811,-0.2765025794506073,-0.12305157631635666,-0.1250644028186798,0.274646133184433,-0.272691935300827
32.jpg,-0.5467019081115723,-0.5393013954162598,-0.38675379753112793,-0.6763154864311218,-0.378879189491272,0.8050695657730103,0.8677706122398376,-0.32209300994873047,1.7538124322891235,-0.20211981236934662
33.jpg,0.2608048617839813,0.03201548755168915,0.26357579231262207,-0.6752944588661194,-0.4668775498867035,0.9123507738113403,-0.5574377775192261,1.2212246656417847,-0.33880606293678284,-0.6808508634567261
34.jpg,1.1265469789505005,-0.7204074859619141,0.20384490489959717,-0.7477964162826538,0.1652168482542038,-0.28923532366752625,-0.5827638506889343,0.6206569671630859,-0.4564323425292969,-0.29719144105911255
35.jpg,-0.38907885551452637,-0.4795520305633545,-0.636837899684906,-0.648719310760498,-0.2171192467212677,0.25140640139579773,2.174787759780884,-0.23760198056697845,0.46097835898399353,-0.3433295786380768
36.jpg,-0.1706824153661728,-0.26149117946624756,-0.04277345538139343,-0.3726304769515991,-0.1848122924566269,-0.23075444996356964,-0.17851033806800842,-0.26957717537879944,-0.2019391804933548,2.2345845699310303
37.jpg,-0.46685582399368286,-0.35760000348091125,-0.2450629472732544,0.35870125889778137,2.2841928005218506,-0.2558707892894745,-0.559569776058197,-0.1206558346748352,-0.22757478058338165,-0.0587732307612896
38.jpg,-0.1856205016374588,-0.18155482411384583,-0.17155838012695312,-0.33788782358169556,-0.11738934367895126,-0.15171517431735992,-0.22938480973243713,-0.25058799982070923,-0.25709712505340576,2.2055160999298096
39.jpg,-0.7527927756309509,-0.019457533955574036,-0.40496164560317993,-0.5457232594490051,2.089578151702881,-0.0638796016573906,-0.7541778087615967,0.9602254033088684,-0.018637562170624733,-0.5909957885742188
40.jpg,-0.9097961783409119,-0.7767739295959473,1.9967743158340454,-0.6533717513084412,0.04498956725001335,0.6106221079826355,-0.4730738699436188,-0.11042928695678711,0.4429483413696289,-0.15092657506465912
41.jpg,-0.33494168519973755,-0.21399080753326416,-0.44243335723876953,2.293403387069702,0.1032591387629509,-0.2657184600830078,-0.3898763358592987,-0.49011436104774475,-0.2976982891559601,0.2550651729106903
42.jpg,-0.7923174500465393,0.2638031244277954,-0.5687536597251892,-0.44366008043289185,1.8338959217071533,0.058553218841552734,-0.4523780941963196,0.08998386561870575,0.22291941940784454,-0.38656261563301086
43.jpg,-0.16045208275318146,1.5849804878234863,-0.3105790317058563,-0.43029555678367615,-0.015089021995663643,0.005241114180535078,-0.1676313728094101,-0.0420079343020916,-0.1924748718738556,-0.4336206614971161
44.jpg,-0.4110179543495178,-0.08353433758020401,-0.24159789085388184,-0.8996400833129883,-0.37397080659866333,1.4577172994613647,0.8014759421348572,-0.31615543365478516,0.04216841608285904,-0.5570154786109924
45.jpg,-0.23652803897857666,-0.5327886939048767,-0.6511848568916321,-0.5902480483055115,-0.3053666055202484,0.5625889897346497,0.5339974761009216,-0.5570381283760071,2.302100896835327,-0.18871642649173737
46.jpg,-0.11337123066186905,0.014865988865494728,0.5694959163665771,-0.2660469114780426,0.14624522626399994,0.0947723537683487,-0.06243481859564781,-0.08050510287284851,0.041450098156929016,-0.16029585897922516
47.jpg,-0.3729418218135834,-0.3301546573638916,-0.356666624546051,-0.45530200004577637,-0.13975559175014496,0.018851380795240402,2.3848023414611816,-0.34596002101898193,-0.21757857501506805,-0.147321879863739
